annee;numero_de_l_etablissement;etablissement;code_de_l_academie;academie;code_du_domaine;domaine;code_de_la_discipline;discipline;situation;remarque;nombre_de_reponses;taux_de_reponse;poids_de_la_discipline;taux_dinsertion;emplois_cadre_ou_professions_intermediaires;emplois_stables;emplois_a_temps_plein;salaire_net_median_des_emplois_a_temps_plein;salaire_brut_annuel_estime;de_diplomes_boursiers;taux_de_chomage_regional;salaire_net_mensuel_median_regional;emplois_cadre;emplois_exterieurs_a_la_region_de_luniversite;femmes;salaire_net_mensuel_regional_1er_quartile;salaire_net_mensuel_regional_3eme_quartile;cle_etab;cle_disc
2012;0381838S;Grenoble 1 - Joseph Fourier;A08;Grenoble;STS;Sciences, technologies et santé;disc17;Autres sciences, technologies et santé;30 mois après le diplôme;;50;66;15;92;85;70;91;1600;25000;33;8.9;1780;58;37;50;1430;2130;Grenoble 1 - Joseph Fourier_30;disc17_30
2011;0251215K;Besançon - Franche-Comté;A03;Besançon;SHS;Sciences humaines et sociales;disc08;Histoire-géographie;30 mois après le diplôme;;17;77;3;ns;ns;ns;ns;ns;ns;33;9.1;1750;ns;ns;;;;Besançon - Franche-Comté_30;disc08_30
2011;0251215K;Besançon - Franche-Comté;A03;Besançon;STS;Sciences, technologies et santé;disc15;Sciences de l'ingénieur;30 mois après le diplôme;;47;85;9;98;100;87;100;2000;31200;33;9.1;1750;87;61;8;;;Besançon - Franche-Comté_30;disc15_30
2011;0333298F;Bordeaux;A04;Bordeaux;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;30 mois après le diplôme;;23;82;2;ns;ns;ns;ns;ns;ns;25;9.6;1660;ns;ns;;;;Bordeaux_30;disc11_30
2011;0333298F;Bordeaux;A04;Bordeaux;STS;Sciences, technologies et santé;disc13;Sciences de la vie et de la terre;30 mois après le diplôme;;135;82;11;90;90;64;95;1800;28100;25;9.6;1660;60;64;57;;;Bordeaux_30;disc13_30
2011;0333298F;Bordeaux;A04;Bordeaux;STS;Sciences, technologies et santé;disc15;Sciences de l'ingénieur;30 mois après le diplôme;;163;82;14;93;99;94;99;2060;32100;25;9.6;1660;95;66;12;;;Bordeaux_30;disc15_30
2011;0331766R;Bordeaux - Montaigne;A04;Bordeaux;SHS;Sciences humaines et sociales;disc10;Information communication;30 mois après le diplôme;;68;75;23;90;79;59;92;1730;26900;32;9.6;1660;58;64;59;;;Bordeaux - Montaigne_30;disc10_30
2011;0290346U;Brest - Bretagne occidentale;A14;Rennes;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;30 mois après le diplôme;;62;80;10;87;70;40;87;1490;23200;39;8.5;1650;38;53;79;;;Brest - Bretagne occidentale_30;disc06_30
2011;0290346U;Brest - Bretagne occidentale;A14;Rennes;STS;Sciences, technologies et santé;disc12;Ensemble sciences, technologies et santé;30 mois après le diplôme;;122;75;22;87;94;75;96;2030;31700;39;8.5;1650;74;56;36;;;Brest - Bretagne occidentale_30;disc12_30
2011;0290346U;Brest - Bretagne occidentale;A14;Rennes;STS;Sciences, technologies et santé;disc13;Sciences de la vie et de la terre;30 mois après le diplôme;;38;86;7;82;87;58;97;ns;ns;39;8.5;1650;61;58;61;;;Brest - Bretagne occidentale_30;disc13_30
2011;0561718N;Bretagne-Sud;A14;Rennes;DEG;Droit, économie et gestion;disc01;Ensemble formations juridiques, économiques et de gestion;30 mois après le diplôme;;100;89;34;96;82;78;99;1800;28100;33;8.5;1650;30;42;61;;;Bretagne-Sud_30;disc01_30
2012;UNIV;Toutes universités et établissements assimilés;;;DEG;Droit, économie et gestion;disc03;Économie;18 mois après le diplôme;;1364;66;5;84;79;62;96;1810;28200;29;10.1;1830;52;42;54;1460;2230;Toutes universités et établissements assimilés_18;disc03_18
2012;UNIV;Toutes universités et établissements assimilés;;;DEG;Droit, économie et gestion;disc04;Gestion;18 mois après le diplôme;;6331;65;23;89;79;68;98;1880;29300;29;10.1;1830;50;44;56;1460;2230;Toutes universités et établissements assimilés_18;disc04_18
2011;UNIV;Toutes universités et établissements assimilés;;;DEG;Droit, économie et gestion;disc05;Autres formations juridiques, économiques et de gestion;30 mois après le diplôme;;1472;63;5;88;81;73;94;1900;29600;29;9.7;1800;55;41;60;;;Toutes universités et établissements assimilés_30;disc05_30
2011;UNIV;Toutes universités et établissements assimilés;;;SHS;Sciences humaines et sociales;disc08;Histoire-géographie;30 mois après le diplôme;;1166;75;3;86;77;57;87;1650;25700;29;9.7;1800;48;43;65;;;Toutes universités et établissements assimilés_30;disc08_30
2011;UNIV;Toutes universités et établissements assimilés;;;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;30 mois après le diplôme;;2023;75;5;85;82;55;91;1690;26300;29;9.7;1800;52;38;71;;;Toutes universités et établissements assimilés_30;disc11_30
2011;UNIV;Toutes universités et établissements assimilés;;;STS;Sciences, technologies et santé;disc14;Sciences fondamentales;30 mois après le diplôme;;1354;70;4;91;96;79;98;2050;31900;29;9.7;1800;77;52;46;;;Toutes universités et établissements assimilés_30;disc14_30
2011;UNIV;Toutes universités et établissements assimilés;;;MEEF;Masters enseignement;disc20;Masters enseignement : second degré, CPE...;30 mois après le diplôme;;2398;71;7;98;95;88;94;1800;28100;29;9.7;1800;86;42;69;;;Toutes universités et établissements assimilés_30;disc20_30
2011;0134009M;Aix-Marseille;A02;Aix-Marseille;DEG;Droit, économie et gestion;disc05;Autres formations juridiques, économiques et de gestion;30 mois après le diplôme;;19;68;1;ns;ns;ns;ns;ns;ns;29;11.2;1730;ns;ns;;;;Aix-Marseille_30;disc05_30
2011;0801344B;Amiens - Picardie Jules-Verne;A20;Amiens;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;30 mois après le diplôme;;26;45;8;ns;ns;ns;ns;ns;ns;32;11.5;1830;ns;ns;;;;Amiens - Picardie Jules-Verne_30;disc06_30
2011;0801344B;Amiens - Picardie Jules-Verne;A20;Amiens;SHS;Sciences humaines et sociales;disc07;Ensemble sciences humaines et sociales;30 mois après le diplôme;;131;69;26;96;93;74;88;1700;26500;32;11.5;1830;74;61;58;;;Amiens - Picardie Jules-Verne_30;disc07_30
2011;0801344B;Amiens - Picardie Jules-Verne;A20;Amiens;STS;Sciences, technologies et santé;disc17;Autres sciences, technologies et santé;30 mois après le diplôme;;19;55;4;ns;ns;ns;ns;ns;ns;32;11.5;1830;ns;ns;;;;Amiens - Picardie Jules-Verne_30;disc17_30
2011;0490970N;Angers;A17;Nantes;DEG;Droit, économie et gestion;disc05;Autres formations juridiques, économiques et de gestion;30 mois après le diplôme;;120;64;22;79;62;80;95;1600;25000;34;8.5;1690;25;81;78;;;Angers_30;disc05_30
2011;0490970N;Angers;A17;Nantes;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;30 mois après le diplôme;;41;71;7;80;64;52;79;ns;ns;34;8.5;1690;39;48;73;;;Angers_30;disc11_30
2011;0490970N;Angers;A17;Nantes;MEEF;Masters enseignement;disc20;Masters enseignement : second degré, CPE...;30 mois après le diplôme;;33;76;5;100;94;84;91;ns;ns;34;8.5;1690;85;39;70;;;Angers_30;disc20_30
2011;9710585J;Antilles-Guyane;A32;Guadeloupe;DEG;Droit, économie et gestion;disc04;Gestion;30 mois après le diplôme;Université ayant participé à l'enquête mais dont le taux de réponse obtenu est insuffisant pour que les résultats soient jugés exploitables;15;39;;;;;;;;;nd;2050;;;;;;Antilles-Guyane_30;disc04_30
2011;9710585J;Antilles-Guyane;A32;Guadeloupe;SHS;Sciences humaines et sociales;disc07;Ensemble sciences humaines et sociales;30 mois après le diplôme;Université ayant participé à l'enquête mais dont le taux de réponse obtenu est insuffisant pour que les résultats soient jugés exploitables;4;19;;;;;;;;;nd;2050;;;;;;Antilles-Guyane_30;disc07_30
2011;9710585J;Antilles-Guyane;A32;Guadeloupe;SHS;Sciences humaines et sociales;disc08;Histoire-géographie;30 mois après le diplôme;Université ayant participé à l'enquête mais dont le taux de réponse obtenu est insuffisant pour que les résultats soient jugés exploitables;2;14;;;;;;;;;nd;2050;;;;;;Antilles-Guyane_30;disc08_30
2011;9710585J;Antilles-Guyane;A32;Guadeloupe;STS;Sciences, technologies et santé;disc16;Informatique;30 mois après le diplôme;Université ayant participé à l'enquête mais dont le taux de réponse obtenu est insuffisant pour que les résultats soient jugés exploitables;4;36;;;;;;;;;nd;2050;;;;;;Antilles-Guyane_30;disc16_30
2011;0623957P;Artois;A09;Lille;DEG;Droit, économie et gestion;disc05;Autres formations juridiques, économiques et de gestion;30 mois après le diplôme;;48;78;8;79;76;89;97;ns;ns;37;12.8;1750;37;37;58;;;Artois_30;disc05_30
2011;0623957P;Artois;A09;Lille;SHS;Sciences humaines et sociales;disc08;Histoire-géographie;30 mois après le diplôme;;29;77;5;ns;ns;ns;ns;ns;ns;37;12.8;1750;ns;ns;;;;Artois_30;disc08_30
2011;0623957P;Artois;A09;Lille;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;30 mois après le diplôme;;4;75;1;ns;ns;ns;ns;ns;ns;37;12.8;1750;ns;ns;;;;Artois_30;disc11_30
2011;0840685N;Avignon;A02;Aix-Marseille;DEG;Droit, économie et gestion;disc01;Ensemble formations juridiques, économiques et de gestion;30 mois après le diplôme;;46;75;26;78;72;72;95;ns;ns;37;11.2;1730;47;78;72;;;Avignon_30;disc01_30
2011;0840685N;Avignon;A02;Aix-Marseille;MEEF;Masters enseignement;disc18;Masters enseignement;30 mois après le diplôme;;4;83;2;ns;ns;ns;ns;ns;ns;37;11.2;1730;ns;ns;;;;Avignon_30;disc18_30
2011;0251215K;Besançon - Franche-Comté;A03;Besançon;DEG;Droit, économie et gestion;disc02;Droit;30 mois après le diplôme;;14;68;2;ns;ns;ns;ns;ns;ns;33;9.1;1750;ns;ns;;;;Besançon - Franche-Comté_30;disc02_30
2011;0251215K;Besançon - Franche-Comté;A03;Besançon;DEG;Droit, économie et gestion;disc04;Gestion;30 mois après le diplôme;;50;83;9;92;83;83;100;1840;28700;33;9.1;1750;30;40;64;;;Besançon - Franche-Comté_30;disc04_30
2012;0342321N;Montpellier;A11;Montpellier;SHS;Sciences humaines et sociales;disc07;Ensemble sciences humaines et sociales;18 mois après le diplôme;;0;;;nd;nd;nd;nd;nd;nd;36;14.3;1680;nd;nd;;1310;2010;Montpellier_18;disc07_18
2012;0342321N;Montpellier;A11;Montpellier;STS;Sciences, technologies et santé;disc14;Sciences fondamentales;18 mois après le diplôme;;49;79;5;90;95;38;98;1700;26500;36;14.3;1680;50;100;65;1310;2010;Montpellier_18;disc14_18
2012;0342321N;Montpellier;A11;Montpellier;STS;Sciences, technologies et santé;disc17;Autres sciences, technologies et santé;18 mois après le diplôme;;33;54;5;97;ns;ns;ns;ns;ns;36;14.3;1680;ns;100;42;1310;2010;Montpellier_18;disc17_18
2012;0134009M;Aix-Marseille;A02;Aix-Marseille;DEG;Droit, économie et gestion;disc05;Autres formations juridiques, économiques et de gestion;18 mois après le diplôme;;33;87;3;ns;ns;ns;ns;ns;ns;29;11.7;1790;ns;ns;65;1390;2170;Aix-Marseille_18;disc05_18
2012;0134009M;Aix-Marseille;A02;Aix-Marseille;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;18 mois après le diplôme;;100;71;8;83;68;45;80;1400;21800;29;11.7;1790;41;53;85;1390;2170;Aix-Marseille_18;disc06_18
2012;0134009M;Aix-Marseille;A02;Aix-Marseille;SHS;Sciences humaines et sociales;disc09;Psychologie;18 mois après le diplôme;;82;74;6;77;86;40;58;1560;24400;29;11.7;1790;74;32;81;1390;2170;Aix-Marseille_18;disc09_18
2012;0134009M;Aix-Marseille;A02;Aix-Marseille;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;18 mois après le diplôme;;65;79;5;84;71;29;86;1450;22600;29;11.7;1790;24;38;67;1390;2170;Aix-Marseille_18;disc11_18
2012;0134009M;Aix-Marseille;A02;Aix-Marseille;STS;Sciences, technologies et santé;disc12;Ensemble sciences, technologies et santé;18 mois après le diplôme;;414;75;30;82;91;60;94;1840;28700;29;11.7;1790;68;43;47;1390;2170;Aix-Marseille_18;disc12_18
2012;0134009M;Aix-Marseille;A02;Aix-Marseille;STS;Sciences, technologies et santé;disc13;Sciences de la vie et de la terre;18 mois après le diplôme;;129;74;9;71;85;45;91;1760;27400;29;11.7;1790;58;49;55;1390;2170;Aix-Marseille_18;disc13_18
2012;0134009M;Aix-Marseille;A02;Aix-Marseille;STS;Sciences, technologies et santé;disc14;Sciences fondamentales;18 mois après le diplôme;;86;77;6;84;93;62;95;1990;31100;29;11.7;1790;63;33;43;1390;2170;Aix-Marseille_18;disc14_18
2012;0134009M;Aix-Marseille;A02;Aix-Marseille;STS;Sciences, technologies et santé;disc15;Sciences de l'ingénieur;18 mois après le diplôme;;68;73;5;84;93;71;98;2130;33300;29;11.7;1790;79;53;41;1390;2170;Aix-Marseille_18;disc15_18
2012;0134009M;Aix-Marseille;A02;Aix-Marseille;STS;Sciences, technologies et santé;disc17;Autres sciences, technologies et santé;18 mois après le diplôme;;93;73;7;91;89;52;92;1680;26200;29;11.7;1790;64;48;58;1390;2170;Aix-Marseille_18;disc17_18
2012;0801344B;Amiens - Picardie Jules-Verne;A20;Amiens;DEG;Droit, économie et gestion;disc01;Ensemble formations juridiques, économiques et de gestion;18 mois après le diplôme;;92;56;33;90;77;80;99;1840;28700;32;11.7;1790;41;51;46;1460;2080;Amiens - Picardie Jules-Verne_18;disc01_18
2012;0801344B;Amiens - Picardie Jules-Verne;A20;Amiens;DEG;Droit, économie et gestion;disc05;Autres formations juridiques, économiques et de gestion;18 mois après le diplôme;;2;50;1;ns;ns;ns;ns;ns;ns;32;11.7;1790;ns;ns;;1460;2080;Amiens - Picardie Jules-Verne_18;disc05_18
2012;0801344B;Amiens - Picardie Jules-Verne;A20;Amiens;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;18 mois après le diplôme;;16;59;5;ns;ns;ns;ns;ns;ns;32;11.7;1790;ns;ns;;1460;2080;Amiens - Picardie Jules-Verne_18;disc11_18
2012;0801344B;Amiens - Picardie Jules-Verne;A20;Amiens;STS;Sciences, technologies et santé;disc14;Sciences fondamentales;18 mois après le diplôme;;0;;;nd;nd;nd;nd;nd;nd;32;11.7;1790;nd;nd;;1460;2080;Amiens - Picardie Jules-Verne_18;disc14_18
2012;0490970N;Angers;A17;Nantes;DEG;Droit, économie et gestion;disc05;Autres formations juridiques, économiques et de gestion;18 mois après le diplôme;;119;65;26;78;58;54;91;1500;23400;38;9;1710;21;85;84;1400;2010;Angers_18;disc05_18
2012;9710585J;Antilles-Guyane;A32;Guadeloupe;DEG;Droit, économie et gestion;disc02;Droit;18 mois après le diplôme;;22;72;25;ns;ns;ns;ns;ns;ns;46;nd;nd;ns;ns;;nd;nd;Antilles-Guyane_18;disc02_18
2012;9710585J;Antilles-Guyane;A32;Guadeloupe;DEG;Droit, économie et gestion;disc05;Autres formations juridiques, économiques et de gestion;18 mois après le diplôme;;5;75;6;ns;ns;ns;ns;ns;ns;46;nd;nd;ns;ns;;nd;nd;Antilles-Guyane_18;disc05_18
2012;9710585J;Antilles-Guyane;A32;Guadeloupe;SHS;Sciences humaines et sociales;disc08;Histoire-géographie;18 mois après le diplôme;;2;50;3;ns;ns;ns;ns;ns;ns;46;nd;nd;ns;ns;;nd;nd;Antilles-Guyane_18;disc08_18
2012;9710585J;Antilles-Guyane;A32;Guadeloupe;SHS;Sciences humaines et sociales;disc10;Information communication;18 mois après le diplôme;;4;83;5;ns;ns;ns;ns;ns;ns;46;nd;nd;ns;ns;;nd;nd;Antilles-Guyane_18;disc10_18
2012;9710585J;Antilles-Guyane;A32;Guadeloupe;STS;Sciences, technologies et santé;disc12;Ensemble sciences, technologies et santé;18 mois après le diplôme;;11;54;17;ns;ns;ns;ns;ns;ns;46;nd;nd;ns;ns;;nd;nd;Antilles-Guyane_18;disc12_18
2012;9710585J;Antilles-Guyane;A32;Guadeloupe;STS;Sciences, technologies et santé;disc16;Informatique;18 mois après le diplôme;;6;86;9;ns;ns;ns;ns;ns;ns;46;nd;nd;ns;ns;;nd;nd;Antilles-Guyane_18;disc16_18
2012;0623957P;Artois;A09;Lille;DEG;Droit, économie et gestion;disc05;Autres formations juridiques, économiques et de gestion;18 mois après le diplôme;;55;86;24;82;76;61;98;1780;27800;38;13;1780;34;27;32;1450;2080;Artois_18;disc05_18
2012;0623957P;Artois;A09;Lille;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;18 mois après le diplôme;;13;78;6;ns;ns;ns;ns;ns;ns;38;13;1780;ns;ns;;1450;2080;Artois_18;disc11_18
2012;0840685N;Avignon;A02;Aix-Marseille;DEG;Droit, économie et gestion;disc02;Droit;18 mois après le diplôme;;1;56;1;ns;nd;nd;nd;nd;nd;34;11.7;1790;nd;nd;;1390;2170;Avignon_18;disc02_18
2012;0840685N;Avignon;A02;Aix-Marseille;SHS;Sciences humaines et sociales;disc07;Ensemble sciences humaines et sociales;18 mois après le diplôme;;44;75;30;79;ns;ns;ns;ns;ns;34;11.7;1790;ns;82;75;1390;2170;Avignon_18;disc07_18
2012;0840685N;Avignon;A02;Aix-Marseille;SHS;Sciences humaines et sociales;disc10;Information communication;18 mois après le diplôme;;26;67;17;ns;ns;ns;ns;ns;ns;34;11.7;1790;ns;ns;;1390;2170;Avignon_18;disc10_18
2012;0840685N;Avignon;A02;Aix-Marseille;STS;Sciences, technologies et santé;disc12;Ensemble sciences, technologies et santé;18 mois après le diplôme;;52;67;40;82;97;76;98;1790;27800;34;11.7;1790;60;56;42;1390;2170;Avignon_18;disc12_18
2012;0251215K;Besançon - Franche-Comté;A03;Besançon;DEG;Droit, économie et gestion;disc04;Gestion;18 mois après le diplôme;;57;79;16;84;61;54;100;1500;23400;32;9.6;1760;19;52;57;1420;2060;Besançon - Franche-Comté_18;disc04_18
2012;0251215K;Besançon - Franche-Comté;A03;Besançon;SHS;Sciences humaines et sociales;disc09;Psychologie;18 mois après le diplôme;;24;83;6;ns;ns;ns;ns;ns;ns;32;9.6;1760;ns;ns;;1420;2060;Besançon - Franche-Comté_18;disc09_18
2012;0333298F;Bordeaux;A04;Bordeaux;DEG;Droit, économie et gestion;disc01;Ensemble formations juridiques, économiques et de gestion;18 mois après le diplôme;;351;76;41;86;81;66;97;1830;28500;28;10;1710;52;56;54;1360;2030;Bordeaux_18;disc01_18
2012;0333298F;Bordeaux;A04;Bordeaux;DEG;Droit, économie et gestion;disc03;Économie;18 mois après le diplôme;;80;76;9;72;91;67;100;1970;30700;28;10;1710;61;59;48;1360;2030;Bordeaux_18;disc03_18
2012;0333298F;Bordeaux;A04;Bordeaux;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;18 mois après le diplôme;;33;78;3;79;ns;ns;ns;ns;ns;28;10;1710;ns;ns;87;1360;2030;Bordeaux_18;disc11_18
2012;0333298F;Bordeaux;A04;Bordeaux;STS;Sciences, technologies et santé;disc14;Sciences fondamentales;18 mois après le diplôme;;63;84;7;87;94;61;96;1900;29600;28;10;1710;79;69;37;1360;2030;Bordeaux_18;disc14_18
2012;0333298F;Bordeaux;A04;Bordeaux;STS;Sciences, technologies et santé;disc17;Autres sciences, technologies et santé;18 mois après le diplôme;;54;79;6;89;67;50;85;1510;23600;28;10;1710;42;62;40;1360;2030;Bordeaux_18;disc17_18
2012;0331766R;Bordeaux - Montaigne;A04;Bordeaux;STS;Sciences, technologies et santé;disc12;Ensemble sciences, technologies et santé;18 mois après le diplôme;;18;75;6;ns;ns;ns;ns;ns;ns;38;10;1710;ns;ns;;1360;2030;Bordeaux - Montaigne_18;disc12_18
2012;0331766R;Bordeaux - Montaigne;A04;Bordeaux;STS;Sciences, technologies et santé;disc13;Sciences de la vie et de la terre;18 mois après le diplôme;;18;75;6;ns;ns;ns;ns;ns;ns;38;10;1710;ns;ns;;1360;2030;Bordeaux - Montaigne_18;disc13_18
2012;0290346U;Brest - Bretagne occidentale;A14;Rennes;DEG;Droit, économie et gestion;disc01;Ensemble formations juridiques, économiques et de gestion;18 mois après le diplôme;;127;76;36;89;64;51;91;1500;23400;37;9;1700;28;40;66;1380;2020;Brest - Bretagne occidentale_18;disc01_18
2012;0290346U;Brest - Bretagne occidentale;A14;Rennes;DEG;Droit, économie et gestion;disc03;Économie;18 mois après le diplôme;;12;76;3;ns;ns;ns;ns;ns;ns;37;9;1700;ns;ns;;1380;2020;Brest - Bretagne occidentale_18;disc03_18
2012;0290346U;Brest - Bretagne occidentale;A14;Rennes;SHS;Sciences humaines et sociales;disc07;Ensemble sciences humaines et sociales;18 mois après le diplôme;;42;81;11;85;90;27;70;ns;ns;37;9;1700;54;73;64;1380;2020;Brest - Bretagne occidentale_18;disc07_18
2012;0290346U;Brest - Bretagne occidentale;A14;Rennes;STS;Sciences, technologies et santé;disc12;Ensemble sciences, technologies et santé;18 mois après le diplôme;;116;80;31;84;94;65;93;1950;30400;37;9;1700;66;67;38;1380;2020;Brest - Bretagne occidentale_18;disc12_18
2012;0290346U;Brest - Bretagne occidentale;A14;Rennes;STS;Sciences, technologies et santé;disc14;Sciences fondamentales;18 mois après le diplôme;;38;72;10;86;100;72;91;ns;ns;37;9;1700;75;84;24;1380;2020;Brest - Bretagne occidentale_18;disc14_18
2012;0561718N;Bretagne-Sud;A14;Rennes;DEG;Droit, économie et gestion;disc04;Gestion;18 mois après le diplôme;;41;77;17;98;56;76;100;1580;24600;34;9;1700;24;39;62;1380;2020;Bretagne-Sud_18;disc04_18
2012;0561718N;Bretagne-Sud;A14;Rennes;SHS;Sciences humaines et sociales;disc08;Histoire-géographie;18 mois après le diplôme;;16;76;7;ns;ns;ns;ns;ns;ns;34;9;1700;ns;ns;;1380;2020;Bretagne-Sud_18;disc08_18
2012;0561718N;Bretagne-Sud;A14;Rennes;SHS;Sciences humaines et sociales;disc10;Information communication;18 mois après le diplôme;;6;58;2;ns;ns;ns;ns;ns;ns;34;9;1700;ns;ns;;1380;2020;Bretagne-Sud_18;disc10_18
